,Country,Year,Exports (Extra-EU) (THOUSAND TONS),Exports (Intra-EU) (THOUSAND TONS),Imports (Extra-EU) (THOUSAND TONS),Imports (Intra-EU) (THOUSAND TONS),Area (SQ.KM.),Total Population (THOUSAND PEOPLE),Total Exports (THOUSAND TONS),Total Imports (THOUSAND TONS)
28705,Lithuania,2022,4.659709,7.92553,5.67972,68.166767,65300,2768.668,12.585239000000001,73.846487
30366,Luxembourg,2002,0.02391,0.555781,0.06643,26.048305,2586,443.77,0.579691,26.114735
30367,Luxembourg,2003,0.0,0.394774,0.206166,21.138224,2586,448.055,0.394774,21.34439
30368,Luxembourg,2004,0.0009,0.43595,0.063684,21.344565,2586,454.648,0.43685,21.408248999999998
30369,Luxembourg,2005,0.0,0.451808,0.134362,18.068009,2586,460.929,0.451808,18.202371
30370,Luxembourg,2006,0.0,0.771564,0.116653,19.810091,2586,468.79,0.771564,19.926744
30371,Luxembourg,2007,0.00026,0.628722,0.1411,21.30973,2586,476.017,0.628982,21.45083
30372,Luxembourg,2008,0.001972,0.833999,0.200531,22.581198,2586,483.72,0.835971,22.781729000000002
30373,Luxembourg,2009,0.015011,0.975358,0.082509,22.919462,2586,493.551,0.9903689999999999,23.001971
30374,Luxembourg,2010,0.005912,1.304598,0.09802,19.22887,2586,502.185,1.3105099999999998,19.32689
30375,Luxembourg,2011,0.008921,1.322142,0.098975,17.167841,2586,511.954,1.3310629999999999,17.266816
30376,Luxembourg,2012,0.007501,1.22882,0.030681,18.357224,2586,524.458,1.236321,18.387905
30377,Luxembourg,2013,0.037021,1.491384,0.008354,17.452795,2586,536.711,1.528405,17.461149
30378,Luxembourg,2014,0.075521,1.757028,0.018739,19.315625,2586,549.42,1.832549,19.334364
30379,Luxembourg,2015,0.117851,1.743274,0.016102,19.937699,2586,562.719,1.861125,19.953801
30380,Luxembourg,2016,0.010826,1.835771,0.027179,20.960743,2586,576.096,1.846597,20.987922
30381,Luxembourg,2017,0.017721,1.70882,0.013981,21.031044,2586,590.606,1.726541,21.045025000000003
30382,Luxembourg,2018,0.013129,1.973345,0.015904,20.499706,2586,601.959,1.9864739999999999,20.51561
30383,Luxembourg,2019,0.018062,1.916147,0.022345,19.145023,2586,613.867,1.934209,19.167368
30384,Luxembourg,2020,0.073467,1.58058,0.033463,18.340842,2586,626.079,1.654047,18.374305
30385,Luxembourg,2021,0.011077,1.935347,0.006111,18.08802,2586,634.72,1.946424,18.094131
30386,Luxembourg,2022,0.009989,1.590213,0.006869,19.9195,2586,643.922,1.6002020000000001,19.926368999999998
32131,Malta,2002,0.082499,0.56697,12.000965,2.146971,316,403.547,0.649469,14.147936000000001
32132,Malta,2003,0.042225,0.0,12.369394,1.68942,316,405.85,0.042225,14.058814
32133,Malta,2004,3.77208,0.14066,7.764518,5.124135,316,407.988,3.91274,12.888653
32134,Malta,2005,6.239863,0.36322,7.80936,3.343975,316,409.609,6.603083,11.153335
32135,Malta,2006,6.555438,0.38766,11.936016,5.301865,316,410.807,6.943098,17.237881
32136,Malta,2007,6.72816,2.02826,11.471489,4.54942,316,411.588,8.75642,16.020909
32137,Malta,2008,4.231344,2.522869,5.158184,7.123029,316,412.574,6.754213,12.281213000000001
32138,Malta,2009,1.086675,3.067327,4.16272,7.853439,316,414.229,4.154002,12.016159
32139,Malta,2010,1.345209,2.894883,5.641082,6.644744,316,416.771,4.240092000000001,12.285826
32140,Malta,2011,0.915606,2.963539,2.451983,7.061741,316,420.739,3.879145,9.513724
32141,Malta,2012,0.943351,2.858193,0.584074,7.196737,316,426.403,3.801544,7.780811
32142,Malta,2013,0.83061,2.304743,1.49415,8.633643,316,433.411,3.1353530000000003,10.127792999999999
32143,Malta,2014,1.081258,2.680086,2.433556,8.838686,316,441.639,3.7613440000000002,11.272241999999999
32144,Malta,2015,1.109829,1.382978,3.30418,20.223898,316,451.243,2.492807,23.528077999999997
32145,Malta,2016,4.60522,0.435252,5.717655,9.906101,316,461.914,5.040472,15.623756
32146,Malta,2017,1.083132,0.49395,0.944986,11.565657,316,473.496,1.5770819999999999,12.510643
32147,Malta,2018,1.249677,0.331832,1.086341,12.08256,316,485.498,1.581509,13.168901000000002
32148,Malta,2019,1.281736,0.526731,2.550649,15.530728,316,497.674,1.8084669999999998,18.081377
32149,Malta,2020,1.238651,0.700988,3.564563,11.098273,316,509.595,1.9396390000000001,14.662836
32150,Malta,2021,1.635376,0.656862,0.692973,12.624609,316,521.121,2.2922379999999998,13.317582
32151,Malta,2022,1.533011,0.719828,2.648069,12.180947,316,532.375,2.252839,14.829016
33854,Netherlands,2002,312.768177,601.77644,35.076806,855.290374,41543,16020.93,914.544617,890.3671800000001
33855,Netherlands,2003,331.040024,670.348009,71.055169,775.03969,41543,16093.151,1001.3880330000001,846.0948589999999
33856,Netherlands,2004,360.837025,712.495703,74.11772,712.191015,41543,16162.007,1073.332728,786.308735
33857,Netherlands,2005,331.781532,683.501669,83.932184,705.448422,41543,16230.064,1015.283201,789.3806060000001
33858,Netherlands,2006,292.043122,733.144764,64.947073,891.621335,41543,16293.598,1025.187886,956.5684080000001
33859,Netherlands,2007,375.150412,774.471106,43.889917,780.550769,41543,16357.756,1149.621518,824.4406859999999
33860,Netherlands,2008,383.199156,829.754824,68.280671,810.564933,41543,16424.709,1212.95398,878.845604
33861,Netherlands,2009,382.487663,877.819773,67.592367,751.477909,41543,16496.831,1260.307436,819.0702759999999
33862,Netherlands,2010,383.831232,911.617406,86.992578,800.123354,41543,16575.584,1295.4486379999998,887.1159319999999
33863,Netherlands,2011,375.901336,984.256088,167.920025,706.513363,41543,16658.65,1360.157424,874.433388
33864,Netherlands,2012,380.876916,923.092722,206.152694,691.329075,41543,16744.294,1303.969638,897.481769
33865,Netherlands,2013,375.086023,982.012815,222.45817,814.557465,41543,16826.304,1357.0988380000001,1037.015635
33866,Netherlands,2014,429.34187,1014.243642,308.690093,793.283028,41543,16908.4,1443.585512,1101.973121
33867,Netherlands,2015,424.699606,1069.985036,345.596786,879.460281,41543,16999.762,1494.6846420000002,1225.057067
33868,Netherlands,2016,426.367217,1069.5421,319.792127,817.48482,41543,17082.453,1495.9093169999999,1137.276947
33869,Netherlands,2017,442.762398,1105.78719,299.867612,858.984098,41543,17166.557,1548.549588,1158.85171
33870,Netherlands,2018,437.787339,1112.227436,308.62382,854.197985,41543,17247.839,1550.0147749999999,1162.821805
33871,Netherlands,2019,448.123884,1093.150111,274.661302,920.51889,41543,17324.246,1541.273995,1195.180192
33872,Netherlands,2020,435.279108,1060.478248,267.949107,1054.241074,41543,17402.277,1495.7573559999998,1322.190181
33873,Netherlands,2021,452.034162,1014.313933,247.341611,1097.889469,41543,17466.838,1466.348095,1345.23108
33874,Netherlands,2022,474.461841,1031.882751,281.750758,1112.529321,41543,17536.553,1506.3445920000001,1394.2800790000001
35577,Poland,2002,3.864651,21.964193,38.76763,115.088291,312685,38657.746,25.828844,153.855921
35578,Poland,2003,6.930237,45.241929,23.304777,117.101862,312685,38637.207,52.172166,140.40663899999998
35579,Poland,2004,15.33483,51.202966,52.531509,130.023423,312685,38605.855,66.537796,182.554932
35580,Poland,2005,36.154176,66.001898,113.57421,178.191149,312685,38586.229,102.15607399999999,291.765359
35581,Poland,2006,34.513318,73.433285,61.965431,226.160961,312685,38565.593,107.946603,288.126392
35582,Poland,2007,49.258126,82.256361,129.435941,288.152915,312685,38528.766,131.514487,417.588856
35583,Poland,2008,53.148959,112.204658,143.120357,314.9196,312685,38514.981,165.35361699999999,458.039957
35584,Poland,2009,44.875976,97.068971,119.631139,386.685715,312685,38530.784,141.944947,506.31685400000003
35585,Poland,2010,51.175597,104.060182,261.170297,385.022977,312685,38579.785,155.235779,646.193274
35586,Poland,2011,66.273807,99.501106,161.602981,468.989832,312685,38614.921,165.774913,630.592813
35587,Poland,2012,80.671251,113.014778,192.371635,465.164266,312685,38626.773,193.68602900000002,657.535901
35588,Poland,2013,100.551163,105.517433,168.128561,519.506218,312685,38624.974,206.068596,687.634779
35589,Poland,2014,93.908572,130.931919,186.924161,508.853716,312685,38589.731,224.840491,695.777877
35590,Poland,2015,66.825509,164.403364,194.198114,578.975824,312685,38574.014,231.22887300000002,773.173938
35591,Poland,2016,62.913079,177.216634,275.492292,473.846135,312685,38532.278,240.129713,749.338427
35592,Poland,2017,59.930368,193.63392,269.697611,446.503406,312685,38531.947,253.56428799999998,716.201017
35593,Poland,2018,54.878869,200.894262,331.748609,543.64793,312685,38533.677,255.773131,875.396539
35594,Poland,2019,56.997479,187.230285,300.751532,570.002974,312685,38509.236,244.227764,870.754506
35595,Poland,2020,61.169808,185.478654,366.188311,573.991484,312685,38477.966,246.648462,940.179795
35596,Poland,2021,52.374006,193.196809,405.797245,580.65699,312685,38378.767,245.570815,986.4542349999999
35597,Poland,2022,75.426393,202.698143,370.637878,676.464635,312685,38236.684,278.124536,1047.102513
37300,Portugal,2002,436.548093,505.683311,0.706923,81.838078,92090,10404.375,942.231404,82.545001
37301,Portugal,2003,464.765612,525.675147,0.896888,56.000177,92090,10457.452,990.4407590000001,56.897065
37302,Portugal,2004,402.109821,485.891981,2.432261,61.241733,92090,10489.235,888.001802,63.673994
37303,Portugal,2005,471.499829,514.639389,12.551034,74.311165,92090,10513.809,986.139218,86.862199
37304,Portugal,2006,564.657105,619.508557,0.610616,144.694274,92090,10532.82,1184.1656619999999,145.30489
37305,Portugal,2007,659.290692,710.515338,2.383277,114.803524,92090,10555.073,1369.8060300000002,117.186801
37306,Portugal,2008,598.707009,740.812646,15.626676,101.179878,92090,10576.029,1339.519655,116.806554
37307,Portugal,2009,602.165111,762.174844,21.215786,131.092295,92090,10585.892,1364.339955,152.30808100000002
37308,Portugal,2010,617.039462,656.945573,10.818875,181.188815,92090,10596.794,1273.985035,192.00769
37309,Portugal,2011,719.369123,693.932972,1.023927,297.315836,92090,10580.008,1413.302095,298.339763
37310,Portugal,2012,676.514804,755.687997,4.650334,314.291436,92090,10549.644,1432.202801,318.94176999999996
37311,Portugal,2013,753.031031,868.78446,1.748419,386.14087,92090,10494.528,1621.8154909999998,387.889289
37312,Portugal,2014,719.302261,855.799552,1.087766,259.961136,92090,10434.542,1575.101813,261.048902
37313,Portugal,2015,805.672335,958.495046,6.439272,300.661028,92090,10382.202,1764.167381,307.1003
37314,Portugal,2016,708.211397,974.167485,1.471395,229.994617,92090,10348.669,1682.378882,231.466012
37315,Portugal,2017,906.018071,1002.285876,5.768446,315.358705,92090,10316.837,1908.3039469999999,321.12715099999997
37316,Portugal,2018,924.354034,1020.275981,1.77727,253.018268,92090,10298.223,1944.630015,254.795538
37317,Portugal,2019,842.879023,969.292572,5.101165,312.482349,92090,10281.447,1812.1715949999998,317.583514
37318,Portugal,2020,942.87872,1135.095163,16.398058,318.275039,92090,10298.399,2077.973883,334.673097
37319,Portugal,2021,819.550778,1194.17828,66.911639,311.021878,92090,10297.984,2013.7290580000001,377.933517
37320,Portugal,2022,857.626734,1412.999841,49.729821,265.220217,92090,10282.222,2270.6265750000002,314.950038
39023,Romania,2002,0.351283,1.589496,103.47987,16.438865,238391,21734.508,1.940779,119.918735
39024,Romania,2003,0.746762,3.510746,126.772262,13.682917,238391,21572.556,4.2575080000000005,140.455179
39025,Romania,2004,0.545662,0.3005,207.612322,8.213679,238391,21390.084,0.846162,215.82600100000002
39026,Romania,2005,0.509365,0.474693,181.897853,13.711266,238391,21188.487,0.9840579999999999,195.609119
39027,Romania,2006,0.389193,0.388306,190.201083,16.04155,238391,20996.04,0.7774989999999999,206.242633
39028,Romania,2007,0.313265,0.420269,198.934486,44.618317,238391,20822.763,0.733534,243.55280299999998
39029,Romania,2008,0.576277,1.147032,146.022532,80.338213,238391,20665.697,1.723309,226.360745
39030,Romania,2009,0.199377,5.269795,139.168896,65.038129,238391,20529.319,5.469172,204.207025
39031,Romania,2010,0.300487,2.770473,183.716901,75.563802,238391,20403.317,3.07096,259.280703
39032,Romania,2011,0.420524,6.870764,107.134428,65.324744,238391,20267.105,7.291288000000001,172.459172
39033,Romania,2012,0.825575,10.345091,131.484872,78.129575,238391,20173.465,11.170666,209.61444699999998
39034,Romania,2013,0.727022,6.380381,73.412034,108.378582,238391,20100.771,7.107403,181.790616
39035,Romania,2014,0.71869,15.750941,108.321544,114.190202,238391,20032.321,16.469631,222.51174600000002
39036,Romania,2015,1.204321,3.216968,130.682127,125.964871,238391,19959.35,4.421289,256.646998
39037,Romania,2016,1.917307,1.373213,143.503029,108.438039,238391,19852.808,3.29052,251.941068
39038,Romania,2017,2.309053,1.678092,104.795545,134.500483,238391,19742.832,3.987145,239.296028
39039,Romania,2018,1.942129,2.402433,139.467023,118.685055,238391,19654.874,4.344562,258.152078
39040,Romania,2019,3.446996,2.581464,134.050848,137.972097,238391,19558.692,6.02846,272.022945
39041,Romania,2020,5.560798,2.913029,177.149341,131.508639,238391,19489.73,8.473827,308.65797999999995
39042,Romania,2021,4.090998,8.273303,164.616136,121.412132,238391,19394.347,12.364301000000001,286.028268
39043,Romania,2022,6.457377,7.579679,138.429508,120.298035,238391,19262.773,14.037056,258.72754299999997
40746,Slovakia,2002,0.066039,23.729696,11.215122,26.589257,49035,5375.76,23.795735,37.804379
40747,Slovakia,2003,0.006189,21.936691,13.817663,27.014252,49035,5374.652,21.94288,40.831914999999995
40748,Slovakia,2004,0.014568,9.793633,9.920896,35.231248,49035,5374.099,9.808201,45.152144
40749,Slovakia,2005,0.04233,5.289798,3.47588,52.529827,49035,5375.762,5.332128,56.005707
40750,Slovakia,2006,0.824956,13.626913,4.370773,59.203581,49035,5376.721,14.451869,63.574354
40751,Slovakia,2007,0.090344,10.833633,5.348807,57.541591,49035,5377.75,10.923977,62.890398
40752,Slovakia,2008,0.40146,13.225702,5.548437,57.177241,49035,5379.014,13.627162,62.725678
40753,Slovakia,2009,0.042078,12.626008,6.269714,65.040152,49035,5384.257,12.668086,71.309866
40754,Slovakia,2010,0.025771,7.409017,3.000186,71.52244,49035,5393.596,7.434788,74.522626
40755,Slovakia,2011,0.066855,5.990399,0.647775,67.535569,49035,5399.252,6.057254,68.18334399999999
40756,Slovakia,2012,0.011481,7.08883,0.419309,66.714282,49035,5406.107,7.100311,67.133591
40757,Slovakia,2013,0.03129,6.86563,0.305149,62.458069,49035,5412.46,6.896920000000001,62.763218
40758,Slovakia,2014,0.020335,6.456562,0.704503,64.307618,49035,5417.018,6.476897,65.01212100000001
40759,Slovakia,2015,0.010457,7.157831,0.317735,64.724123,49035,5422.12,7.1682879999999995,65.041858
40760,Slovakia,2016,0.022289,6.924673,0.37268,63.960969,49035,5426.769,6.946962,64.333649
40761,Slovakia,2017,0.089563,6.111015,1.191321,61.204903,49035,5435.638,6.200578,62.396224000000004
40762,Slovakia,2018,0.052494,5.678154,0.556964,63.922505,49035,5443.195,5.730648,64.479469
40763,Slovakia,2019,0.037901,8.365194,0.759622,70.700684,49035,5450.296,8.403095,71.46030599999999
40764,Slovakia,2020,0.011654,9.29702,0.448747,79.356384,49035,5457.552,9.308674,79.805131
40765,Slovakia,2021,0.024184,9.565344,0.940095,78.561597,49035,5455.809,9.589528,79.501692
40766,Slovakia,2022,0.098697,11.796703,1.302133,79.283167,49035,5439.435,11.8954,80.5853
42469,Slovenia,2002,0.219286,0.13504,8.231761,17.332054,20273,1981.479,0.35432600000000003,25.563814999999998
42470,Slovenia,2003,0.23487,0.632301,10.574209,17.980441,20273,1986.055,0.867171,28.55465
42471,Slovenia,2004,0.848892,0.447911,5.174985,20.402209,20273,1992.768,1.296803,25.577194
42472,Slovenia,2005,1.194482,1.410107,11.435284,18.224192,20273,2000.675,2.604589,29.659475999999998
42473,Slovenia,2006,1.337468,3.622646,8.256736,23.377092,20273,2008.882,4.960114,31.633828
42474,Slovenia,2007,2.970076,10.549656,10.272668,27.669638,20273,2018.257,13.519732000000001,37.942306
42475,Slovenia,2008,4.004147,10.190464,9.039342,30.900768,20273,2028.201,14.194611,39.94011
42476,Slovenia,2009,2.019333,11.068008,12.688764,29.905543,20273,2039.865,13.087341,42.594307
42477,Slovenia,2010,2.695623,14.711365,16.523588,28.505787,20273,2051.291,17.406988000000002,45.029375
42478,Slovenia,2011,3.697092,16.525383,15.363865,28.328568,20273,2063.284,20.222475000000003,43.692433
42479,Slovenia,2012,4.844118,11.288917,8.596773,27.421931,20273,2067.622,16.133035,36.018704
42480,Slovenia,2013,6.26487,15.568374,14.481677,28.243125,20273,2071.086,21.833244,42.724802
42481,Slovenia,2014,12.370478,46.752196,46.89107,33.036198,20273,2073.663,59.122673999999996,79.927268
42482,Slovenia,2015,16.757914,26.368983,26.729207,32.599015,20273,2076.171,43.126897,59.328222
42483,Slovenia,2016,10.978801,20.005634,19.562555,32.522872,20273,2085.553,30.984435,52.085426999999996
42484,Slovenia,2017,5.311987,8.027397,8.551995,30.346458,20273,2094.487,13.339384,38.898452999999996
42485,Slovenia,2018,4.158304,3.852015,3.561411,31.924497,20273,2102.297,8.010319,35.485908
42486,Slovenia,2019,3.170695,4.092891,3.710888,35.887872,20273,2109.551,7.263586,39.59876
42487,Slovenia,2020,2.824505,9.054812,2.113993,38.345986,20273,2116.252,11.879317,40.459979000000004
42488,Slovenia,2021,2.382059,16.819125,2.07209,54.57429,20273,2119.03,19.201183999999998,56.64638
42489,Slovenia,2022,2.798218,18.426734,2.65082,77.047751,20273,2119.789,21.224952,79.698571
44192,Spain,2002,527.426394,1744.554492,24.054223,102.794374,505370,41083.313,2271.980886,126.84859700000001
44193,Spain,2003,521.78448,1798.76269,20.726627,121.148399,505370,41871.997,2320.54717,141.875026
44194,Spain,2004,563.008403,1795.381975,20.854631,124.03128,505370,42588.544,2358.390378,144.885911
44195,Spain,2005,526.92682,1778.114408,17.593552,222.025349,505370,43330.788,2305.041228,239.618901
44196,Spain,2006,746.595952,2055.760688,25.897523,200.413762,505370,44039.96,2802.35664,226.311285
44197,Spain,2007,815.653304,2034.077748,33.757949,291.525567,505370,44805.702,2849.731052,325.283516
44198,Spain,2008,700.965721,2014.541878,46.621924,324.417293,505370,45685.862,2715.507599,371.03921699999995
44199,Spain,2009,664.26386,2002.129495,58.533137,397.594091,505370,46247.214,2666.393355,456.127228
44200,Spain,2010,629.866998,1702.35891,48.147034,344.119395,505370,46488.33,2332.225908,392.266429
44201,Spain,2011,732.416017,2059.795164,38.087983,375.414989,505370,46657.215,2792.211181,413.502972
44202,Spain,2012,575.059919,1970.073935,63.832443,326.425602,505370,46801.25,2545.1338539999997,390.25804500000004
44203,Spain,2013,716.093894,2301.727305,43.024267,402.239775,505370,46710.913,3017.821199,445.264042
44204,Spain,2014,689.83466,2408.422449,42.623189,439.947074,505370,46496.005,3098.257109,482.570263
44205,Spain,2015,810.667371,2716.629557,57.220715,470.292239,505370,46433.097,3527.296928,527.512954
44206,Spain,2016,799.370919,2564.350198,60.752827,440.820226,505370,46429.587,3363.721117,501.573053
44207,Spain,2017,947.561628,2806.327522,61.242234,467.00902,505370,46517.043,3753.88915,528.251254
44208,Spain,2018,1090.607868,3048.973854,74.527651,413.299746,505370,46651.296,4139.581722,487.827397
44209,Spain,2019,1281.786805,3147.496871,79.381574,394.70612,505370,46932.79,4429.283676,474.087694
44210,Spain,2020,1204.828356,3313.243268,123.933096,401.674279,505370,47329.954,4518.071624,525.607375
44211,Spain,2021,1096.66696,2909.17239,246.775612,413.22927,505370,47397.66,4005.83935,660.004882
44212,Spain,2022,929.85684,2877.64142,233.988676,589.023054,505370,47576.21,3807.49826,823.01173
45915,Sweden,2002,2.092488,8.490851,10.090751,231.233637,450295,8910.203,10.583338999999999,241.324388
45916,Sweden,2003,2.091973,8.521422,18.202403,221.802888,450295,8941.821,10.613394999999999,240.005291
45917,Sweden,2004,2.68977,3.207086,23.808899,234.876553,450295,8981.192,5.896856,258.685452
45918,Sweden,2005,2.834295,10.213437,25.443842,222.650086,450295,9027.333,13.047732,248.09392799999998
45919,Sweden,2006,4.915573,11.122343,22.611438,240.401176,450295,9076.143,16.037916000000003,263.012614
45920,Sweden,2007,3.656331,11.442805,17.261541,222.604694,450295,9133.296,15.099136,239.866235
45921,Sweden,2008,2.558641,10.700733,17.571983,227.587788,450295,9195.249,13.259374,245.15977099999998
45922,Sweden,2009,3.430572,13.558618,25.090711,225.757258,450295,9263.292,16.98919,250.847969
45923,Sweden,2010,3.498865,11.992199,25.930984,250.113697,450295,9339.534,15.491064,276.044681
45924,Sweden,2011,5.105096,11.910691,24.800802,281.629811,450295,9423.925,17.015787,306.430613
45925,Sweden,2012,8.576746,13.477256,24.143884,250.106603,450295,9510.85,22.054002,274.250487
45926,Sweden,2013,10.398731,15.248673,27.351343,233.038968,450295,9601.123,25.647404,260.390311
45927,Sweden,2014,9.426172,16.513201,22.388291,281.225037,450295,9696.741,25.939372999999996,303.61332799999997
45928,Sweden,2015,9.061543,17.724474,30.616699,267.001333,450295,9798.276,26.786017,297.61803199999997
45929,Sweden,2016,7.453901,18.111272,24.070621,292.993676,450295,9900.421,25.565173,317.064297
45930,Sweden,2017,7.367984,18.485423,28.282445,334.074534,450295,10006.213,25.853407,362.356979
45931,Sweden,2018,7.812568,19.778307,16.37656,338.624968,450295,10110.167,27.590875,355.001528
45932,Sweden,2019,8.393544,17.441394,18.855582,344.769853,450295,10214.429,25.834938,363.62543500000004
45933,Sweden,2020,8.485296,17.23855,22.09808,355.088653,450295,10321.414,25.723846,377.186733
45934,Sweden,2021,8.18562,18.955151,21.136356,335.769082,450295,10416.525,27.140771,356.905438
45935,Sweden,2022,8.298214,19.649557,17.355089,353.319903,450295,10517.669,27.947771000000003,370.67499200000003
