,Country,Commodity,Commodity (Type),Year,Exports (Extra-EU) (THOUSAND HECTOLITRES),Exports (Intra-EU) (THOUSAND HECTOLITRES),Imports (Extra-EU) (THOUSAND HECTOLITRES),Imports (Intra-EU) (THOUSAND HECTOLITRES),Total Exports (THOUSAND HECTOLITRES),Total Imports (THOUSAND HECTOLITRES),Area (SQ.KM.),Total Population (THOUSAND PEOPLE)
34250,Netherlands,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2004,0.0,0.0,0.0,0.0,0.0,0.0,41543,16162.007
34251,Netherlands,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2005,0.0,0.0,0.0,0.0,0.0,0.0,41543,16230.064
34252,Netherlands,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2006,0.0,0.0,0.0,0.0,0.0,0.0,41543,16293.598
34253,Netherlands,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2007,0.0,0.0,0.0,0.0,0.0,0.0,41543,16357.756
34254,Netherlands,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2008,0.0,0.0,0.0,0.0,0.0,0.0,41543,16424.709
34255,Netherlands,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2009,0.01125,0.06021,0.48816,0.61563,0.07146,1.10379,41543,16496.831
34256,Netherlands,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2010,0.10431,0.02762,4.63703,0.52283,0.13193,5.15986,41543,16575.584
34257,Netherlands,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2011,0.003,0.08916,3.8592,0.61245,0.09216,4.47165,41543,16658.65
34258,Netherlands,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2012,0.0,0.08671,3.40073,0.30435,0.08671,3.7050799999999997,41543,16744.294
34259,Netherlands,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2013,0.00263,0.09652,3.73491,0.54782,0.09914999999999999,4.28273,41543,16826.304
34260,Netherlands,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2014,0.16293,0.05731,3.26038,0.76117,0.22024,4.02155,41543,16908.4
34261,Netherlands,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2015,0.16713,0.08326,4.59887,0.94169,0.25039,5.54056,41543,16999.762
34262,Netherlands,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2016,0.07891,0.1724,5.45816,1.12025,0.25131,6.57841,41543,17082.453
34263,Netherlands,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2017,0.17266,0.50045,4.86611,0.9923,0.67311,5.85841,41543,17166.557
34264,Netherlands,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2018,0.30868,0.1065,3.10043,1.11511,0.41518,4.21554,41543,17247.839
34265,Netherlands,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2019,0.02104,0.12732,2.34046,1.10734,0.14836,3.4478,41543,17324.246
34266,Netherlands,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2020,0.19905,0.08203,2.55329,1.8894,0.28108,4.44269,41543,17402.277
34267,Netherlands,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2021,0.01293,0.11211,1.22274,1.38909,0.12504,2.61183,41543,17466.838
34268,Netherlands,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2022,0.23861,0.36519,1.20803,1.13865,0.6038,2.34668,41543,17536.553
34269,Netherlands,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2002,0.0,0.0,0.0,0.0,0.0,0.0,41543,16020.93
34270,Netherlands,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2003,0.0,0.0,0.0,0.0,0.0,0.0,41543,16093.151
34271,Netherlands,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2004,0.0,0.0,0.0,0.0,0.0,0.0,41543,16162.007
34272,Netherlands,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2005,0.0,0.0,0.0,0.0,0.0,0.0,41543,16230.064
34273,Netherlands,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2006,0.0,0.0,0.0,0.0,0.0,0.0,41543,16293.598
34274,Netherlands,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2007,0.0,0.0,0.0,0.0,0.0,0.0,41543,16357.756
34275,Netherlands,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2008,0.0,0.0,0.0,0.0,0.0,0.0,41543,16424.709
34276,Netherlands,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2009,0.0,0.0,0.0,0.0,0.0,0.0,41543,16496.831
34277,Netherlands,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2010,0.0,0.0,0.0,0.0,0.0,0.0,41543,16575.584
34278,Netherlands,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2011,0.0,0.0,0.0,0.0,0.0,0.0,41543,16658.65
34279,Netherlands,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2012,0.0,0.0,0.0,0.0,0.0,0.0,41543,16744.294
34280,Netherlands,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2013,0.0,0.0,0.0,0.0,0.0,0.0,41543,16826.304
34281,Netherlands,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2014,0.0,0.0,0.0,0.0,0.0,0.0,41543,16908.4
34282,Netherlands,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2015,0.0,0.0,0.0,0.0,0.0,0.0,41543,16999.762
34283,Netherlands,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2016,10.10426,0.03332,0.0,30.4074,10.13758,30.4074,41543,17082.453
34284,Netherlands,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2017,17.05576,0.62279,0.0131,49.95197,17.678549999999998,49.965070000000004,41543,17166.557
34285,Netherlands,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2018,24.54345,0.15019,0.00015,68.71259,24.69364,68.71274000000001,41543,17247.839
34286,Netherlands,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2019,40.1959,0.09442,2.26872,77.16474,40.29032,79.43346,41543,17324.246
34287,Netherlands,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2020,39.61507,0.15666,0.00113,62.64272,39.771730000000005,62.64385,41543,17402.277
34288,Netherlands,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2021,26.49393,0.3055,1e-05,49.5074,26.799429999999997,49.50741,41543,17466.838
34289,Netherlands,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2022,17.05829,0.83725,0.00099,53.12505,17.89554,53.12604,41543,17536.553
34290,Netherlands,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2002,0.0065,0.0,4e-05,1.33999,0.0065,1.34003,41543,16020.93
34291,Netherlands,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2003,0.00182,0.00013,0.15015,0.80836,0.00195,0.95851,41543,16093.151
34292,Netherlands,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2004,0.00061,0.00027,0.0,0.34533,0.0008799999999999999,0.34533,41543,16162.007
34293,Netherlands,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2005,0.00067,0.0008,0.00214,0.55258,0.00147,0.55472,41543,16230.064
34294,Netherlands,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2006,0.00088,0.00052,2e-05,0.41523,0.0014,0.41525,41543,16293.598
34295,Netherlands,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2007,0.05043,0.0,0.00013,0.74977,0.05043,0.7499,41543,16357.756
34296,Netherlands,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2008,0.05007,7e-05,0.0002,0.29383,0.050140000000000004,0.29402999999999996,41543,16424.709
34297,Netherlands,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2009,2.92135,0.0,0.00223,73.99718,2.92135,73.99941,41543,16496.831
34298,Netherlands,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2010,10.22211,0.00441,0.10217,101.61789,10.22652,101.72006,41543,16575.584
34299,Netherlands,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2011,6.78626,0.18331,0.60088,99.31283,6.96957,99.91371000000001,41543,16658.65
34300,Netherlands,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2012,5.14775,0.01372,0.6402,117.83546,5.1614700000000004,118.47565999999999,41543,16744.294
34301,Netherlands,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2013,4.54169,0.01269,0.0008,120.51657,4.55438,120.51737,41543,16826.304
34302,Netherlands,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2014,11.65631,0.02432,0.00237,111.56713,11.680629999999999,111.5695,41543,16908.4
34303,Netherlands,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2015,19.5176,2.16419,0.26914,127.17192,21.681790000000003,127.44106,41543,16999.762
34304,Netherlands,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2016,21.0768,2.40806,0.19605,82.54671,23.484859999999998,82.74276,41543,17082.453
34305,Netherlands,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2017,9.99856,3.89817,1.53975,75.20794,13.89673,76.74768999999999,41543,17166.557
34306,Netherlands,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2018,5.69421,0.70889,0.19897,61.85063,6.4031,62.049600000000005,41543,17247.839
34307,Netherlands,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2019,4.22222,2.34282,0.96736,63.74725,6.56504,64.71461000000001,41543,17324.246
34308,Netherlands,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2020,2.02396,2.34045,0.42246,49.5129,4.36441,49.93536,41543,17402.277
34309,Netherlands,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2021,5.95464,4.17765,0.16849,17.7102,10.132290000000001,17.87869,41543,17466.838
34310,Netherlands,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2022,8.93018,3.55837,0.17005,13.07514,12.48855,13.24519,41543,17536.553
34311,Netherlands,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2002,13.97563,77.38133,274.53842,1010.78904,91.35696,1285.32746,41543,16020.93
34312,Netherlands,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2003,7.46162,66.12526,307.03786,1059.01331,73.58688,1366.0511700000002,41543,16093.151
34313,Netherlands,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2004,5.97673,89.81741,369.57899,965.99684,95.79414,1335.57583,41543,16162.007
34314,Netherlands,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2005,8.27615,81.95225,312.43127,1062.38877,90.22840000000001,1374.82004,41543,16230.064
34315,Netherlands,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2006,11.51254,59.27662,281.44805,1115.29701,70.78916,1396.74506,41543,16293.598
34316,Netherlands,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2007,10.71136,89.00051,263.37984,1092.07338,99.71187,1355.45322,41543,16357.756
34317,Netherlands,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2008,14.0432,113.79262,276.56381,1116.55514,127.83582,1393.11895,41543,16424.709
34318,Netherlands,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2009,16.81543,52.30058,201.07832,1056.10505,69.11600999999999,1257.18337,41543,16496.831
34319,Netherlands,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2010,16.41357,14.47637,192.40634,920.03127,30.88994,1112.43761,41543,16575.584
34320,Netherlands,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2011,16.12316,17.16153,209.44718,845.00659,33.28469,1054.45377,41543,16658.65
34321,Netherlands,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2012,11.00863,16.33463,229.49929,899.20362,27.34326,1128.70291,41543,16744.294
34322,Netherlands,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2013,9.36217,23.36323,223.82592,911.42046,32.7254,1135.24638,41543,16826.304
34323,Netherlands,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2014,22.09047,36.22494,246.4566,869.1207,58.31541,1115.5773000000002,41543,16908.4
34324,Netherlands,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2015,49.41803,57.30749,246.9917,892.57637,106.72552,1139.56807,41543,16999.762
34325,Netherlands,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2016,107.09524,75.52835,268.44704,917.82629,182.62359,1186.27333,41543,17082.453
34326,Netherlands,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2017,108.4075,72.15044,300.27433,923.22445,180.55794,1223.4987800000001,41543,17166.557
34327,Netherlands,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2018,50.37515,66.16958,271.73798,772.03885,116.54472999999999,1043.77683,41543,17247.839
34328,Netherlands,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2019,92.20069,87.70522,203.26631,850.30665,179.90591,1053.57296,41543,17324.246
34329,Netherlands,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2020,150.97252,120.10578,159.87933,824.72986,271.0783,984.60919,41543,17402.277
34330,Netherlands,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2021,129.07063,104.59672,92.76105,834.25928,233.66735,927.02033,41543,17466.838
34331,Netherlands,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2022,129.33549,90.07217,106.11079,789.1494,219.40766,895.26019,41543,17536.553
34332,Netherlands,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2002,0.0,0.0,0.0,0.0,0.0,0.0,41543,16020.93
34333,Netherlands,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2003,0.0,0.0,0.0,0.0,0.0,0.0,41543,16093.151
34334,Netherlands,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2004,0.0,0.0,0.0,0.0,0.0,0.0,41543,16162.007
34335,Netherlands,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2005,0.0,0.0,0.0,0.0,0.0,0.0,41543,16230.064
34336,Netherlands,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2006,0.0,0.0,0.0,0.0,0.0,0.0,41543,16293.598
34337,Netherlands,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2007,0.0,0.0,0.0,0.0,0.0,0.0,41543,16357.756
34338,Netherlands,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2008,0.0,0.0,0.0,0.0,0.0,0.0,41543,16424.709
34339,Netherlands,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2009,5e-05,0.0,0.0,1.0861,5e-05,1.0861,41543,16496.831
34340,Netherlands,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2010,0.06465,0.00253,0.04284,2.30796,0.06718,2.3508,41543,16575.584
34341,Netherlands,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2011,0.15299,0.00038,0.0,1.93935,0.15336999999999998,1.93935,41543,16658.65
34342,Netherlands,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2012,0.01705,1e-05,0.0,1.53002,0.01706,1.53002,41543,16744.294
34343,Netherlands,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2013,0.05267,0.01618,0.48884,1.37237,0.06885,1.86121,41543,16826.304
34344,Netherlands,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2014,0.19818,0.01322,0.55833,1.49463,0.2114,2.0529599999999997,41543,16908.4
34345,Netherlands,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2015,0.53692,0.12864,0.65012,1.54814,0.6655599999999999,2.1982600000000003,41543,16999.762
34346,Netherlands,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2016,1.35254,0.17081,4.83251,1.84407,1.52335,6.67658,41543,17082.453
34347,Netherlands,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2017,4.18849,0.37227,1.42647,2.5567,4.56076,3.9831700000000003,41543,17166.557
34348,Netherlands,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2018,3.95928,0.33673,1.94102,5.10792,4.29601,7.04894,41543,17247.839
34349,Netherlands,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2019,2.77511,0.43592,3.59459,3.32744,3.21103,6.92203,41543,17324.246
34350,Netherlands,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2020,1.9503,1.16614,2.69499,6.0461,3.11644,8.74109,41543,17402.277
34351,Netherlands,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2021,1.9321,1.92568,3.251,12.44547,3.85778,15.69647,41543,17466.838
34352,Netherlands,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2022,2.81812,6.74883,2.95383,13.33528,9.56695,16.28911,41543,17536.553
34353,Netherlands,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2002,0.0,0.0,0.0,0.0,0.0,0.0,41543,16020.93
34354,Netherlands,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2003,0.0,0.0,0.0,0.0,0.0,0.0,41543,16093.151
34355,Netherlands,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2004,0.0,0.0,0.0,0.0,0.0,0.0,41543,16162.007
34356,Netherlands,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2005,0.0,0.0,0.0,0.0,0.0,0.0,41543,16230.064
34357,Netherlands,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2006,0.0,0.0,0.0,0.0,0.0,0.0,41543,16293.598
34358,Netherlands,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2007,0.0,0.0,0.0,0.0,0.0,0.0,41543,16357.756
34359,Netherlands,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2008,0.0,0.0,0.0,0.0,0.0,0.0,41543,16424.709
34360,Netherlands,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2009,0.0,0.0,0.0,0.0,0.0,0.0,41543,16496.831
34361,Netherlands,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2010,0.0,0.0,0.0,0.0,0.0,0.0,41543,16575.584
34362,Netherlands,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2011,0.0,0.0,0.0,0.0,0.0,0.0,41543,16658.65
34363,Netherlands,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2012,0.0,0.0,0.0,0.0,0.0,0.0,41543,16744.294
34364,Netherlands,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2013,0.0,0.0,0.0,0.0,0.0,0.0,41543,16826.304
34365,Netherlands,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2014,0.0,0.0,0.0,0.0,0.0,0.0,41543,16908.4
34366,Netherlands,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2015,0.0,0.0,0.0,0.0,0.0,0.0,41543,16999.762
34367,Netherlands,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2016,0.80362,0.05954,0.12804,27.25311,0.86316,27.381149999999998,41543,17082.453
34368,Netherlands,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2017,2.26646,0.13834,0.01825,44.45284,2.4048,44.471090000000004,41543,17166.557
34369,Netherlands,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2018,2.12515,0.24185,9e-05,58.78134,2.367,58.78143,41543,17247.839
34370,Netherlands,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2019,3.58285,0.22427,1.77691,92.9928,3.8071200000000003,94.76971,41543,17324.246
34371,Netherlands,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2020,3.06995,0.64431,1.01598,87.02606,3.71426,88.04204,41543,17402.277
34372,Netherlands,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2021,3.22417,0.89844,2.038,66.84245,4.12261,68.88045,41543,17466.838
34373,Netherlands,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2022,9.39415,1.78959,5.4068,80.93636,11.18374,86.34316,41543,17536.553
34374,Netherlands,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2002,0.12337,0.0515,0.00186,25.74823,0.17487,25.75009,41543,16020.93
34375,Netherlands,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2003,0.11751,0.07437,0.15477,19.72396,0.19188,19.87873,41543,16093.151
34376,Netherlands,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2004,0.02555,0.08938,0.02303,11.86815,0.11493,11.89118,41543,16162.007
34377,Netherlands,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2005,0.25453,0.05039,0.03902,2.27111,0.30491999999999997,2.31013,41543,16230.064
34378,Netherlands,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2006,1.63968,0.01572,0.00013,8.13089,1.6554,8.131020000000001,41543,16293.598
34379,Netherlands,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2007,0.06665,0.00491,0.00175,21.2453,0.07156,21.24705,41543,16357.756
34380,Netherlands,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2008,0.68575,0.05447,0.00497,15.30318,0.74022,15.30815,41543,16424.709
34381,Netherlands,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2009,0.1563,0.10693,12.30743,33.27306,0.26322999999999996,45.58049,41543,16496.831
34382,Netherlands,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2010,3.0592,0.10991,6.7964,52.21039,3.1691100000000003,59.006789999999995,41543,16575.584
34383,Netherlands,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2011,2.86429,0.11051,45.6518,56.65175,2.9748,102.30355,41543,16658.65
34384,Netherlands,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2012,0.9244,0.2939,40.41116,48.71471,1.2183,89.12586999999999,41543,16744.294
34385,Netherlands,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2013,1.10396,0.04747,45.67127,65.69626,1.15143,111.36752999999999,41543,16826.304
34386,Netherlands,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2014,1.03701,0.15546,30.79211,83.58079,1.19247,114.37289999999999,41543,16908.4
34387,Netherlands,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2015,1.1469,1.07764,52.70621,70.42826,2.22454,123.13447,41543,16999.762
34388,Netherlands,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2016,2.68846,1.56026,41.6351,74.76611,4.2487200000000005,116.40120999999999,41543,17082.453
34389,Netherlands,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2017,3.51447,8.32434,36.39355,73.29864,11.838809999999999,109.69219000000001,41543,17166.557
34390,Netherlands,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2018,2.98643,12.27215,37.40696,58.83376,15.25858,96.24072,41543,17247.839
34391,Netherlands,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2019,6.03923,9.12171,76.45607,35.43089,15.16094,111.88695999999999,41543,17324.246
34392,Netherlands,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2020,5.49836,0.83485,74.18597,22.95604,6.33321,97.14201,41543,17402.277
34393,Netherlands,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2021,3.30743,0.5438,26.03125,20.45989,3.85123,46.49114,41543,17466.838
34394,Netherlands,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2022,2.90792,1.07223,14.17869,23.49472,3.98015,37.673410000000004,41543,17536.553
34395,Netherlands,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2002,1.54337,12.07939,0.7767,338.01836,13.62276,338.79506,41543,16020.93
34396,Netherlands,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2003,0.70618,15.80831,0.9948,296.22165,16.514490000000002,297.21645,41543,16093.151
34397,Netherlands,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2004,1.01537,5.98,3.0109,273.56992,6.99537,276.58082,41543,16162.007
34398,Netherlands,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2005,6.07753,28.94915,4.15706,281.1481,35.02668,285.30516,41543,16230.064
34399,Netherlands,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2006,2.9568,18.59115,7.76405,274.84053,21.54795,282.60458,41543,16293.598
34400,Netherlands,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2007,3.36855,15.8826,8.04241,264.98649,19.25115,273.0289,41543,16357.756
34401,Netherlands,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2008,4.71364,11.97892,12.41878,238.10493,16.69256,250.52371,41543,16424.709
34402,Netherlands,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2009,9.54926,10.71991,57.41463,280.40561,20.269170000000003,337.82024,41543,16496.831
34403,Netherlands,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2010,13.26177,16.71143,60.52846,298.72537,29.9732,359.25383,41543,16575.584
34404,Netherlands,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2011,9.02663,17.45224,80.00437,355.10755,26.47887,435.11192,41543,16658.65
34405,Netherlands,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2012,5.99012,16.48585,127.08109,410.69922,22.47597,537.78031,41543,16744.294
34406,Netherlands,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2013,9.32207,22.41871,164.14347,413.77262,31.74078,577.91609,41543,16826.304
34407,Netherlands,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2014,10.89967,16.63851,196.79922,381.78453,27.53818,578.58375,41543,16908.4
34408,Netherlands,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2015,33.13999,24.99074,178.92736,426.79068,58.13073,605.71804,41543,16999.762
34409,Netherlands,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2016,73.21071,30.69783,171.4909,484.52862,103.90854,656.01952,41543,17082.453
34410,Netherlands,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2017,79.80076,40.97597,165.4287,554.75694,120.77672999999999,720.1856399999999,41543,17166.557
34411,Netherlands,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2018,20.44065,32.48207,217.92209,484.85649,52.92272,702.77858,41543,17247.839
34412,Netherlands,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2019,58.90963,41.95396,321.33145,568.22931,100.86359,889.5607600000001,41543,17324.246
34413,Netherlands,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2020,140.32075,83.12771,361.31234,703.98758,223.44846,1065.29992,41543,17402.277
34414,Netherlands,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2021,146.32276,80.07188,325.85403,801.71395,226.39463999999998,1127.56798,41543,17466.838
34415,Netherlands,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2022,148.41314,81.67545,292.69647,772.1769,230.08859,1064.87337,41543,17536.553
